282225,4
284138,4
289754,5
292529,4
298075,4
298678,6
298843,6
299315,6
301348,6
303416,4
304558,4
304678,6
305090,6
305187,4
305275,4
305571,6
305612,6
306247,4
306714,4
306741,6
307005,6
307527,6
308122,6
308278,4
308357,4
308810,6
309242,10
309458,6
309718,4
309854,6
309859,4
310167,5
310192,6
310457,4
310515,6
310859,6
310903,4
311597,6
311871,6
311937,4
312085,10
312468,6
312516,4
312549,4
312552,4
312569,10
312612,5
312868,6
313022,4
313195,6
313216,6
313327,10
313470,6
313637,6
313723,6
313844,6
313856,6
313918,6
314006,6
314009,6
314025,6
314029,6
314075,6
314341,6
314342,6
314356,6
314385,6
314442,6
314528,6
314639,6
314762,4
314922,4
314974,6
315013,6
315027,6
315096,6
315127,4
315199,6
315231,4
315242,6
315455,6
315480,6
315487,6
315500,6
315538,5
315789,6
315799,6
315818,6
315958,6
316128,5
316147,6
316164,5
316210,6
316224,5
316248,5
316328,6
316368,6
316402,6
316404,6
316409,6
316478,6
316512,6
316553,6
316615,4
316715,4
316955,6
316989,6
316997,6
317025,4
317046,4
317371,5
317408,6
317478,6
317688,5
317689,6
317766,6
317804,4
317909,10
317911,6
318011,6
318065,6
318118,6
318146,6
318267,6
318316,6
318367,6
318562,6
318741,6
318807,5
319033,6
319037,5
319237,6
319272,6
319434,6
319533,6
319565,6
319683,6
319731,6
319734,6
319789,6
320023,4
320080,6
320085,6
320129,6
320141,4
320209,4
320320,6
320326,6
320338,6
320368,6
320369,6
320500,6
320503,6
320518,6
320529,6
320563,6
320578,6
320582,6
320597,4
320604,6
320607,6
320612,6
320613,6
320643,6
320686,6
320694,4
320720,6
320800,6
320826,5
320900,4
320972,10
320979,6
321045,6
321091,6
321120,6
321204,6
321205,6
321209,6
321218,6
321221,6
321360,6
321415,6
321425,4
321427,10
321463,6
321471,4
321472,6
321485,4
321526,6
321644,4
321664,6
321669,6
321681,6
321782,4
321878,6
321885,6
322036,6
322060,4
322094,4
322178,6
322240,6
322280,6
322285,6
322289,6
322306,6
322407,4
322447,6
322493,6
322507,4
322527,6
322562,6
322652,6
322655,4
322717,6
322722,6
322737,4
322739,6
322907,6
322920,6
322932,4
322933,4
322951,4
322994,6
323013,6
323014,6
323052,6
323067,6
323074,4
323095,6
323163,6
323188,4
323195,6
323198,4
323201,6
323210,6
323225,6
323238,5
323239,6
323249,6
323263,6
323267,6
323301,6
323319,6
323330,6
323334,6
323340,10
323368,6
323382,6
323409,6
323417,10
323419,4
323434,6
323444,6
323451,6
323465,6
323501,6
323522,6
323537,6
323541,6
323572,6
323573,6
323577,6
323578,5
323693,6
323698,6
323716,6
323726,6
323727,6
323731,4
323735,6
323737,6
323751,6
323785,5
323789,4
323821,6
323887,6
323891,6
323935,6
323945,4
323953,6
323959,6
323960,6
323968,6
323977,6
323992,6
324007,6
324025,6
324151,4
324176,4
324184,6
324190,10
324273,6
324283,6
324310,6
324326,6
324329,6
324333,6
324355,6
324356,6
324361,6
324369,6
324428,5
324456,4
324469,6
324486,5
324502,4
324523,6
324526,6
324535,4
324644,6
324661,6
324668,6
324673,6
324675,6
324689,6
324719,4
324749,6
324863,6
324877,10
324878,4
324946,4
324950,4
325040,6
325101,4
325105,4
325122,6
325123,6
325140,6
325157,4
325241,4
325253,6
325265,6
325347,4
325400,4
325402,6
325442,6
325451,6
325485,6
325486,6
325558,4
325615,6
325644,6
325673,4
325694,5
325736,4
325749,6
325772,4
325804,5
325954,6
325958,4
326002,6
326023,6
326027,6
326058,6
326120,6
326192,6
326309,4
326342,4
326353,6
326400,4
326421,6
326444,6
326453,6
326456,6
326459,6
326461,6
326467,6
326469,6
326470,6
326471,6
326473,6
326474,6
326476,10
326479,10
326507,5
326514,6
326599,4
326728,6
326797,6
326799,6
326807,6
326819,6
326892,5
326938,4
326961,6
326994,6
327005,6
327068,6
327076,6
327100,4
327157,4
327253,6
327288,6
327364,6
327394,6
327408,6
327414,4
327445,5
327489,6
327529,6
327548,4
327549,10
327567,10
327613,5
327637,6
327644,10
327656,10
327690,10
327700,6
327735,6
327738,10
327780,4
327799,10
327801,6
